time,source,unit,glucoseReading
2017-09-02 05:03:32.144,nightscout,mg/dL,164.0
2017-09-02 05:08:31.000,tidepool,mg/dL,144.144
2017-09-02 05:08:31.738,nightscout,mg/dL,156.0
2017-09-02 05:13:31.000,tidepool,mg/dL,144.144
2017-09-02 05:13:32.589,nightscout,mg/dL,160.0
2017-09-02 05:18:31.000,tidepool,mg/dL,144.144
2017-09-02 05:18:32.192,nightscout,mg/dL,161.0
2017-09-02 05:23:31.000,tidepool,mg/dL,144.144
2017-09-02 05:23:32.291,nightscout,mg/dL,160.0
2017-09-02 05:28:31.000,tidepool,mg/dL,144.144
2017-09-02 05:28:32.266,nightscout,mg/dL,156.0
2017-09-02 05:33:31.000,tidepool,mg/dL,144.144
2017-09-02 05:33:32.241,nightscout,mg/dL,153.0
2017-09-02 05:38:31.000,tidepool,mg/dL,144.144
2017-09-02 05:38:32.461,nightscout,mg/dL,150.0
2017-09-02 05:43:31.000,tidepool,mg/dL,144.144
2017-09-02 05:43:32.313,nightscout,mg/dL,146.0
2017-09-02 05:48:31.000,tidepool,mg/dL,126.126
2017-09-02 05:48:32.164,nightscout,mg/dL,144.0
2017-09-02 05:53:31.000,tidepool,mg/dL,126.126
2017-09-02 05:53:32.142,nightscout,mg/dL,144.0
2017-09-02 05:58:31.000,tidepool,mg/dL,126.126
2017-09-02 05:58:32.115,nightscout,mg/dL,141.0
2017-09-02 06:03:31.000,tidepool,mg/dL,126.126
2017-09-02 06:03:32.115,nightscout,mg/dL,137.0
2017-09-02 06:08:31.000,tidepool,mg/dL,126.126
2017-09-02 06:08:32.090,nightscout,mg/dL,134.0
2017-09-02 06:13:31.000,tidepool,mg/dL,126.126
2017-09-02 06:13:32.065,nightscout,mg/dL,131.0
2017-09-02 06:18:31.000,tidepool,mg/dL,126.126
2017-09-02 06:18:32.479,nightscout,mg/dL,128.0
2017-09-02 06:23:31.000,tidepool,mg/dL,108.108
2017-09-02 06:23:32.083,nightscout,mg/dL,125.0
2017-09-02 06:28:31.000,tidepool,mg/dL,108.108
2017-09-02 06:28:32.057,nightscout,mg/dL,123.0
2017-09-02 06:33:31.000,tidepool,mg/dL,108.108
2017-09-02 06:33:32.032,nightscout,mg/dL,119.0
2017-09-02 06:38:31.000,tidepool,mg/dL,108.108
2017-09-02 06:38:32.131,nightscout,mg/dL,117.0
2017-09-02 06:43:31.000,tidepool,mg/dL,108.108
2017-09-02 06:43:32.106,nightscout,mg/dL,116.0
2017-09-02 06:48:31.000,tidepool,mg/dL,108.108
2017-09-02 06:48:32.079,nightscout,mg/dL,115.0
2017-09-02 06:51:41.000,googlesheet,mg/dL,120.0
2017-09-02 06:53:31.000,tidepool,mg/dL,108.108
2017-09-02 06:53:32.055,nightscout,mg/dL,113.0
2017-09-02 06:58:31.000,tidepool,mg/dL,108.108
2017-09-02 06:58:32.154,nightscout,mg/dL,111.0
2017-09-02 07:03:31.000,tidepool,mg/dL,126.126
2017-09-02 07:03:32.012,nightscout,mg/dL,136.0
2017-09-02 07:08:31.000,tidepool,mg/dL,126.126
2017-09-02 07:08:31.987,nightscout,mg/dL,135.0
2017-09-02 07:13:31.000,tidepool,mg/dL,126.126
2017-09-02 07:13:32.086,nightscout,mg/dL,134.0
2017-09-02 07:18:31.000,tidepool,mg/dL,126.126
2017-09-02 07:18:32.060,nightscout,mg/dL,134.0
2017-09-02 07:23:31.000,tidepool,mg/dL,126.126
2017-09-02 07:23:32.035,nightscout,mg/dL,132.0
2017-09-02 07:28:31.000,tidepool,mg/dL,126.126
2017-09-02 07:28:32.010,nightscout,mg/dL,132.0
2017-09-02 07:33:31.000,tidepool,mg/dL,126.126
2017-09-02 07:33:32.356,nightscout,mg/dL,134.0
2017-09-02 07:38:31.000,tidepool,mg/dL,126.126
2017-09-02 07:38:32.455,nightscout,mg/dL,136.0
2017-09-02 07:41:33.000,googlesheet,mg/dL,138.0
2017-09-02 07:43:31.000,tidepool,mg/dL,126.126
2017-09-02 07:43:31.935,nightscout,mg/dL,136.0
2017-09-02 07:48:31.000,tidepool,mg/dL,126.126
2017-09-02 07:48:32.529,nightscout,mg/dL,138.0
2017-09-02 07:53:31.000,tidepool,mg/dL,126.126
2017-09-02 07:53:32.008,nightscout,mg/dL,138.0
2017-09-02 07:58:31.000,tidepool,mg/dL,126.126
2017-09-02 07:58:31.983,nightscout,mg/dL,137.0
2017-09-02 08:03:31.000,tidepool,mg/dL,126.126
2017-09-02 08:03:31.879,nightscout,mg/dL,130.0
2017-09-02 08:08:31.000,tidepool,mg/dL,108.108
2017-09-02 08:08:31.989,nightscout,mg/dL,126.0
2017-09-02 08:13:31.000,tidepool,mg/dL,108.108
2017-09-02 08:13:31.840,nightscout,mg/dL,126.0
2017-09-02 08:18:31.000,tidepool,mg/dL,108.108
2017-09-02 08:18:31.814,nightscout,mg/dL,125.0
2017-09-02 08:23:31.000,tidepool,mg/dL,108.108
2017-09-02 08:23:31.701,nightscout,mg/dL,125.0
2017-09-02 08:28:31.000,tidepool,mg/dL,126.126
2017-09-02 08:28:31.701,nightscout,mg/dL,130.0
2017-09-02 08:33:31.000,tidepool,mg/dL,126.126
2017-09-02 08:33:32.019,nightscout,mg/dL,133.0
2017-09-02 08:38:31.000,tidepool,mg/dL,126.126
2017-09-02 08:38:31.745,nightscout,mg/dL,133.0
2017-09-02 08:43:31.000,tidepool,mg/dL,126.126
2017-09-02 08:43:31.967,nightscout,mg/dL,132.0
2017-09-02 08:48:31.000,tidepool,mg/dL,108.108
2017-09-02 08:48:31.942,nightscout,mg/dL,126.0
2017-09-02 08:53:31.000,tidepool,mg/dL,126.126
2017-09-02 08:53:31.791,nightscout,mg/dL,128.0
2017-09-02 08:58:31.000,tidepool,mg/dL,126.126
2017-09-02 08:58:31.892,nightscout,mg/dL,127.0
2017-09-02 09:03:31.000,tidepool,mg/dL,126.126
2017-09-02 09:03:31.840,nightscout,mg/dL,129.0
2017-09-02 09:08:31.000,tidepool,mg/dL,126.126
2017-09-02 09:08:32.309,nightscout,mg/dL,132.0
2017-09-02 09:13:31.000,tidepool,mg/dL,126.126
2017-09-02 09:13:32.284,nightscout,mg/dL,134.0
2017-09-02 09:18:31.000,tidepool,mg/dL,126.126
2017-09-02 09:18:31.753,nightscout,mg/dL,136.0
2017-09-02 09:23:31.000,tidepool,mg/dL,126.126
2017-09-02 09:23:31.864,nightscout,mg/dL,135.0
2017-09-02 09:28:30.000,tidepool,mg/dL,126.126
2017-09-02 09:28:31.713,nightscout,mg/dL,134.0
2017-09-02 09:33:30.000,tidepool,mg/dL,126.126
2017-09-02 09:33:31.813,nightscout,mg/dL,132.0
2017-09-02 09:38:31.000,tidepool,mg/dL,126.126
2017-09-02 09:38:32.281,nightscout,mg/dL,130.0
2017-09-02 09:43:31.000,tidepool,mg/dL,126.126
2017-09-02 09:43:31.132,nightscout,mg/dL,127.0
2017-09-02 09:48:30.000,tidepool,mg/dL,108.108
2017-09-02 09:48:30.736,nightscout,mg/dL,125.0
2017-09-02 09:53:30.000,tidepool,mg/dL,108.108
2017-09-02 09:53:30.834,nightscout,mg/dL,123.0
2017-09-02 09:58:30.000,tidepool,mg/dL,108.108
2017-09-02 09:58:31.180,nightscout,mg/dL,117.0
2017-09-02 10:00:39.000,googlesheet,mg/dL,293.0
2017-09-02 10:03:30.000,tidepool,mg/dL,108.108
2017-09-02 10:03:31.173,nightscout,mg/dL,111.0
2017-09-02 10:08:30.000,tidepool,mg/dL,108.108
2017-09-02 10:08:31.133,nightscout,mg/dL,111.0
2017-09-02 10:13:30.000,tidepool,mg/dL,108.108
2017-09-02 10:13:30.736,nightscout,mg/dL,110.0
2017-09-02 10:18:30.000,tidepool,mg/dL,90.09
2017-09-02 10:18:30.711,nightscout,mg/dL,106.0
2017-09-02 10:23:30.000,tidepool,mg/dL,90.09
2017-09-02 10:23:30.686,nightscout,mg/dL,101.0
2017-09-02 10:28:30.000,tidepool,mg/dL,90.09
2017-09-02 10:28:30.784,nightscout,mg/dL,97.0
2017-09-02 10:33:30.000,tidepool,mg/dL,90.09
2017-09-02 10:33:30.759,nightscout,mg/dL,105.0
2017-09-02 10:38:30.000,tidepool,mg/dL,90.09
2017-09-02 10:38:30.610,nightscout,mg/dL,108.0
2017-09-02 10:43:30.000,tidepool,mg/dL,90.09
2017-09-02 10:43:30.709,nightscout,mg/dL,107.0
2017-09-02 10:48:30.000,tidepool,mg/dL,90.09
2017-09-02 10:48:30.805,nightscout,mg/dL,106.0
2017-09-02 10:53:30.000,tidepool,mg/dL,90.09
2017-09-02 10:53:30.658,nightscout,mg/dL,107.0
2017-09-02 10:58:31.000,tidepool,mg/dL,90.09
2017-09-02 10:58:32.152,nightscout,mg/dL,108.0
2017-09-02 11:03:30.000,tidepool,mg/dL,108.108
2017-09-02 11:03:30.828,nightscout,mg/dL,109.0
2017-09-02 11:23:30.000,tidepool,mg/dL,126.126
2017-09-02 11:23:31.368,nightscout,mg/dL,141.0
2017-09-02 11:28:30.000,tidepool,mg/dL,126.126
2017-09-02 11:28:31.368,nightscout,mg/dL,141.0
2017-09-02 11:33:30.000,tidepool,mg/dL,126.126
2017-09-02 11:33:30.553,nightscout,mg/dL,140.0
2017-09-02 11:38:30.000,tidepool,mg/dL,126.126
2017-09-02 11:38:30.650,nightscout,mg/dL,140.0
2017-09-02 11:43:30.000,tidepool,mg/dL,126.126
2017-09-02 11:43:31.503,nightscout,mg/dL,143.0
2017-09-02 11:48:30.000,tidepool,mg/dL,144.144
2017-09-02 11:48:30.598,nightscout,mg/dL,150.0
2017-09-02 11:53:30.000,tidepool,mg/dL,144.144
2017-09-02 11:53:30.698,nightscout,mg/dL,149.0
2017-09-02 11:58:30.000,tidepool,mg/dL,144.144
2017-09-02 11:58:30.921,nightscout,mg/dL,147.0
2017-09-02 12:03:30.000,tidepool,mg/dL,144.144
2017-09-02 12:03:30.415,nightscout,mg/dL,147.0
2017-09-02 12:08:30.000,tidepool,mg/dL,126.126
2017-09-02 12:08:30.429,nightscout,mg/dL,140.0
2017-09-02 12:13:31.000,tidepool,mg/dL,126.126
2017-09-02 12:13:31.966,nightscout,mg/dL,142.0
2017-09-02 12:18:30.000,tidepool,mg/dL,144.144
2017-09-02 12:18:30.436,nightscout,mg/dL,153.0
2017-09-02 12:23:30.000,tidepool,mg/dL,144.144
2017-09-02 12:23:31.093,nightscout,mg/dL,147.0
2017-09-02 12:28:30.000,tidepool,mg/dL,144.144
2017-09-02 12:28:30.567,nightscout,mg/dL,156.0
2017-09-02 12:33:30.000,tidepool,mg/dL,162.162
2017-09-02 12:33:31.172,nightscout,mg/dL,172.0
2017-09-02 12:38:30.000,tidepool,mg/dL,180.18
2017-09-02 12:38:31.393,nightscout,mg/dL,192.0
2017-09-02 12:43:30.000,tidepool,mg/dL,198.198
2017-09-02 12:43:30.861,nightscout,mg/dL,215.0
2017-09-02 12:48:30.000,tidepool,mg/dL,234.234
2017-09-02 12:48:30.467,nightscout,mg/dL,238.0
2017-09-02 12:53:30.000,tidepool,mg/dL,270.27
2017-09-02 12:53:31.195,nightscout,mg/dL,284.0
2017-09-02 12:58:30.000,tidepool,mg/dL,288.288
2017-09-02 12:58:30.414,nightscout,mg/dL,297.0
2017-09-02 13:03:30.000,tidepool,mg/dL,288.288
2017-09-02 13:03:30.885,nightscout,mg/dL,304.0
2017-09-02 13:08:30.000,tidepool,mg/dL,306.306
2017-09-02 13:08:30.488,nightscout,mg/dL,319.0
2017-09-02 13:12:00.000,googlesheet,mg/dL,85.0
2017-09-02 13:13:30.000,tidepool,mg/dL,324.324
2017-09-02 13:13:31.215,nightscout,mg/dL,325.0
2017-09-02 13:18:30.000,tidepool,mg/dL,324.324
2017-09-02 13:18:31.084,nightscout,mg/dL,326.0
2017-09-02 13:23:30.000,tidepool,mg/dL,324.324
2017-09-02 13:23:30.412,nightscout,mg/dL,328.0
2017-09-02 13:28:30.000,tidepool,mg/dL,324.324
2017-09-02 13:28:30.386,nightscout,mg/dL,327.0
2017-09-02 13:33:30.000,tidepool,mg/dL,324.324
2017-09-02 13:33:31.115,nightscout,mg/dL,325.0
2017-09-02 13:38:30.000,tidepool,mg/dL,306.306
2017-09-02 13:38:30.458,nightscout,mg/dL,321.0
2017-09-02 13:43:30.000,tidepool,mg/dL,306.306
2017-09-02 13:43:30.373,nightscout,mg/dL,322.0
2017-09-02 13:48:30.000,tidepool,mg/dL,306.306
2017-09-02 13:48:30.689,nightscout,mg/dL,318.0
2017-09-02 13:53:30.000,tidepool,mg/dL,306.306
2017-09-02 13:53:31.261,nightscout,mg/dL,312.0
2017-09-02 13:58:30.000,tidepool,mg/dL,306.306
2017-09-02 13:58:30.359,nightscout,mg/dL,310.0
2017-09-02 14:03:30.000,tidepool,mg/dL,306.306
2017-09-02 14:03:31.332,nightscout,mg/dL,307.0
2017-09-02 14:08:30.000,tidepool,mg/dL,288.288
2017-09-02 14:08:31.307,nightscout,mg/dL,305.0
2017-09-02 14:13:30.000,tidepool,mg/dL,288.288
2017-09-02 14:13:30.404,nightscout,mg/dL,306.0
2017-09-02 14:18:30.000,tidepool,mg/dL,288.288
2017-09-02 14:18:30.504,nightscout,mg/dL,303.0
2017-09-02 14:23:30.000,tidepool,mg/dL,288.288
2017-09-02 14:23:31.231,nightscout,mg/dL,295.0
2017-09-02 14:28:30.000,tidepool,mg/dL,288.288
2017-09-02 14:28:30.206,nightscout,mg/dL,293.0
2017-09-02 14:33:30.000,tidepool,mg/dL,270.27
2017-09-02 14:33:30.376,nightscout,mg/dL,286.0
2017-09-02 14:38:30.000,tidepool,mg/dL,270.27
2017-09-02 14:38:31.187,nightscout,mg/dL,284.0
2017-09-02 14:43:30.000,tidepool,mg/dL,270.27
2017-09-02 14:43:30.582,nightscout,mg/dL,284.0
2017-09-02 14:48:31.000,tidepool,mg/dL,270.27
2017-09-02 14:48:31.308,nightscout,mg/dL,283.0
2017-09-02 14:53:30.000,tidepool,mg/dL,270.27
2017-09-02 14:53:30.302,nightscout,mg/dL,280.0
2017-09-02 14:58:30.000,tidepool,mg/dL,270.27
2017-09-02 14:58:31.209,nightscout,mg/dL,274.0
2017-09-02 15:03:30.000,tidepool,mg/dL,252.252
2017-09-02 15:03:31.187,nightscout,mg/dL,265.0
2017-09-02 15:08:30.000,tidepool,mg/dL,252.252
2017-09-02 15:08:30.285,nightscout,mg/dL,258.0
2017-09-02 15:13:30.000,tidepool,mg/dL,234.234
2017-09-02 15:13:31.136,nightscout,mg/dL,251.0
2017-09-02 15:18:30.000,tidepool,mg/dL,234.234
2017-09-02 15:18:30.237,nightscout,mg/dL,246.0
2017-09-02 15:23:30.000,tidepool,mg/dL,234.234
2017-09-02 15:23:30.851,nightscout,mg/dL,239.0
2017-09-02 15:28:30.000,tidepool,mg/dL,234.234
2017-09-02 15:28:30.430,nightscout,mg/dL,236.0
2017-09-02 15:33:30.000,tidepool,mg/dL,216.216
2017-09-02 15:33:30.529,nightscout,mg/dL,234.0
2017-09-02 15:38:30.000,tidepool,mg/dL,216.216
2017-09-02 15:38:31.146,nightscout,mg/dL,228.0
2017-09-02 15:43:30.000,tidepool,mg/dL,216.216
2017-09-02 15:43:30.243,nightscout,mg/dL,223.0
2017-09-02 15:48:30.000,tidepool,mg/dL,216.216
2017-09-02 15:48:30.473,nightscout,mg/dL,225.0
2017-09-02 15:53:30.000,tidepool,mg/dL,216.216
2017-09-02 15:53:30.832,nightscout,mg/dL,227.0
2017-09-02 15:58:30.000,tidepool,mg/dL,216.216
2017-09-02 15:58:31.019,nightscout,mg/dL,229.0
2017-09-02 16:03:30.000,tidepool,mg/dL,216.216
2017-09-02 16:03:30.485,nightscout,mg/dL,221.0
2017-09-02 16:08:30.000,tidepool,mg/dL,216.216
2017-09-02 16:08:30.211,nightscout,mg/dL,218.0
2017-09-02 16:13:30.000,tidepool,mg/dL,198.198
2017-09-02 16:13:31.061,nightscout,mg/dL,204.0
2017-09-02 16:18:30.000,tidepool,mg/dL,180.18
2017-09-02 16:18:30.262,nightscout,mg/dL,185.0
2017-09-02 16:23:30.000,tidepool,mg/dL,162.162
2017-09-02 16:23:31.155,nightscout,mg/dL,180.0
2017-09-02 16:28:30.000,tidepool,mg/dL,162.162
2017-09-02 16:28:31.007,nightscout,mg/dL,169.0
2017-09-02 16:33:30.000,tidepool,mg/dL,162.162
2017-09-02 16:33:31.105,nightscout,mg/dL,174.0
2017-09-02 16:38:30.000,tidepool,mg/dL,162.162
2017-09-02 16:38:30.889,nightscout,mg/dL,169.0
2017-09-02 16:43:30.000,tidepool,mg/dL,162.162
2017-09-02 16:43:31.054,nightscout,mg/dL,167.0
2017-09-02 16:48:30.000,tidepool,mg/dL,144.144
2017-09-02 16:48:31.029,nightscout,mg/dL,162.0
2017-09-02 16:52:11.000,googlesheet,mg/dL,214.0
2017-09-02 16:53:30.000,tidepool,mg/dL,144.144
2017-09-02 16:53:31.129,nightscout,mg/dL,153.0
2017-09-02 16:58:30.000,tidepool,mg/dL,126.126
2017-09-02 16:58:30.204,nightscout,mg/dL,143.0
2017-09-02 17:03:30.000,tidepool,mg/dL,126.126
2017-09-02 17:03:30.955,nightscout,mg/dL,134.0
2017-09-02 17:08:30.000,tidepool,mg/dL,108.108
2017-09-02 17:08:30.422,nightscout,mg/dL,126.0
2017-09-02 17:13:30.000,tidepool,mg/dL,90.09
2017-09-02 17:13:30.397,nightscout,mg/dL,95.0
2017-09-02 17:18:30.000,tidepool,mg/dL,72.072
2017-09-02 17:18:30.876,nightscout,mg/dL,90.0
2017-09-02 17:23:30.000,tidepool,mg/dL,90.09
2017-09-02 17:23:30.388,nightscout,mg/dL,94.0
2017-09-02 17:28:30.000,tidepool,mg/dL,72.072
2017-09-02 17:28:30.938,nightscout,mg/dL,90.0
2017-09-02 17:33:30.000,tidepool,mg/dL,90.09
2017-09-02 17:33:30.511,nightscout,mg/dL,91.0
2017-09-02 17:38:30.000,tidepool,mg/dL,90.09
2017-09-02 17:38:31.010,nightscout,mg/dL,96.0
2017-09-02 17:43:30.000,tidepool,mg/dL,90.09
2017-09-02 17:43:30.997,nightscout,mg/dL,102.0
2017-09-02 17:48:31.000,tidepool,mg/dL,90.09
2017-09-02 17:48:31.960,nightscout,mg/dL,108.0
2017-09-02 17:58:31.000,tidepool,mg/dL,108.108
2017-09-02 17:58:31.743,nightscout,mg/dL,124.0
2017-09-02 18:13:31.000,tidepool,mg/dL,144.144
2017-09-02 18:13:31.847,nightscout,mg/dL,153.0
2017-09-02 18:18:30.000,tidepool,mg/dL,144.144
2017-09-02 18:18:30.382,nightscout,mg/dL,161.0
2017-09-02 18:23:30.000,tidepool,mg/dL,162.162
2017-09-02 18:23:31.049,nightscout,mg/dL,168.0
2017-09-02 18:28:30.000,tidepool,mg/dL,162.162
2017-09-02 18:28:30.567,nightscout,mg/dL,172.0
2017-09-02 18:30:20.000,googlesheet,mg/dL,63.0
2017-09-02 18:33:30.000,tidepool,mg/dL,162.162
2017-09-02 18:33:30.822,nightscout,mg/dL,175.0
2017-09-02 18:38:30.000,tidepool,mg/dL,162.162
2017-09-02 18:38:30.902,nightscout,mg/dL,177.0
2017-09-02 18:43:30.000,tidepool,mg/dL,180.18
2017-09-02 18:43:31.047,nightscout,mg/dL,181.0
2017-09-02 18:48:30.000,tidepool,mg/dL,162.162
2017-09-02 18:48:30.239,nightscout,mg/dL,180.0
2017-09-02 18:53:30.000,tidepool,mg/dL,162.162
2017-09-02 18:53:30.966,nightscout,mg/dL,177.0
2017-09-02 18:58:30.000,tidepool,mg/dL,162.162
2017-09-02 18:58:30.287,nightscout,mg/dL,177.0
2017-09-02 19:03:30.000,tidepool,mg/dL,162.162
2017-09-02 19:03:30.634,nightscout,mg/dL,177.0
2017-09-02 19:08:30.000,tidepool,mg/dL,162.162
2017-09-02 19:08:30.747,nightscout,mg/dL,173.0
2017-09-02 19:13:30.000,tidepool,mg/dL,162.162
2017-09-02 19:13:30.176,nightscout,mg/dL,174.0
2017-09-02 19:18:30.000,tidepool,mg/dL,162.162
2017-09-02 19:18:30.820,nightscout,mg/dL,173.0
2017-09-02 19:23:30.000,tidepool,mg/dL,162.162
2017-09-02 19:23:30.612,nightscout,mg/dL,176.0
2017-09-02 19:28:30.000,tidepool,mg/dL,162.162
2017-09-02 19:28:30.943,nightscout,mg/dL,177.0
2017-09-02 19:33:30.000,tidepool,mg/dL,180.18
2017-09-02 19:33:30.515,nightscout,mg/dL,183.0
2017-09-02 19:38:30.000,tidepool,mg/dL,180.18
2017-09-02 19:38:30.089,nightscout,mg/dL,190.0
2017-09-02 19:43:30.000,tidepool,mg/dL,180.18
2017-09-02 19:43:31.064,nightscout,mg/dL,198.0
2017-09-02 19:48:30.000,tidepool,mg/dL,198.198
2017-09-02 19:48:30.915,nightscout,mg/dL,202.0
2017-09-02 19:53:30.000,tidepool,mg/dL,198.198
2017-09-02 19:53:30.417,nightscout,mg/dL,204.0
2017-09-02 19:58:30.000,tidepool,mg/dL,198.198
2017-09-02 19:58:30.740,nightscout,mg/dL,204.0
2017-09-02 20:03:30.000,tidepool,mg/dL,198.198
2017-09-02 20:03:30.671,nightscout,mg/dL,205.0
2017-09-02 20:08:30.000,tidepool,mg/dL,198.198
2017-09-02 20:08:30.671,nightscout,mg/dL,203.0
2017-09-02 20:13:30.000,tidepool,mg/dL,198.198
2017-09-02 20:13:30.645,nightscout,mg/dL,206.0
2017-09-02 20:18:30.000,tidepool,mg/dL,198.198
2017-09-02 20:18:30.991,nightscout,mg/dL,209.0
2017-09-02 20:23:30.000,tidepool,mg/dL,198.198
2017-09-02 20:23:30.445,nightscout,mg/dL,211.0
2017-09-02 20:28:30.000,tidepool,mg/dL,198.198
2017-09-02 20:28:30.445,nightscout,mg/dL,215.0
2017-09-02 20:33:30.000,tidepool,mg/dL,198.198
2017-09-02 20:33:30.970,nightscout,mg/dL,214.0
2017-09-02 20:38:30.000,tidepool,mg/dL,216.216
2017-09-02 20:38:30.642,nightscout,mg/dL,219.0
2017-09-02 20:43:30.000,tidepool,mg/dL,216.216
2017-09-02 20:43:30.741,nightscout,mg/dL,224.0
2017-09-02 20:48:30.000,tidepool,mg/dL,216.216
2017-09-02 20:48:30.592,nightscout,mg/dL,227.0
2017-09-02 20:53:30.000,tidepool,mg/dL,234.234
2017-09-02 20:53:30.692,nightscout,mg/dL,237.0
2017-09-02 20:58:30.000,tidepool,mg/dL,234.234
2017-09-02 20:58:30.034,nightscout,mg/dL,244.0
2017-09-02 21:03:30.000,tidepool,mg/dL,234.234
2017-09-02 21:03:30.559,nightscout,mg/dL,236.0
2017-09-02 21:18:30.000,tidepool,mg/dL,216.216
2017-09-02 21:18:30.672,nightscout,mg/dL,221.0
2017-09-02 21:23:30.000,tidepool,mg/dL,198.198
2017-09-02 21:23:30.513,nightscout,mg/dL,214.0
2017-09-02 21:28:30.000,tidepool,mg/dL,180.18
2017-09-02 21:28:30.678,nightscout,mg/dL,197.0
2017-09-02 21:33:30.000,tidepool,mg/dL,180.18
2017-09-02 21:33:30.462,nightscout,mg/dL,186.0
2017-09-02 21:38:30.000,tidepool,mg/dL,162.162
2017-09-02 21:38:30.325,nightscout,mg/dL,176.0
2017-09-02 21:43:30.000,tidepool,mg/dL,162.162
2017-09-02 21:43:30.325,nightscout,mg/dL,165.0
2017-09-02 21:48:30.000,tidepool,mg/dL,144.144
2017-09-02 21:48:30.312,nightscout,mg/dL,156.0
2017-09-02 21:53:30.000,tidepool,mg/dL,126.126
2017-09-02 21:53:30.608,nightscout,mg/dL,143.0
2017-09-02 21:58:30.000,tidepool,mg/dL,126.126
2017-09-02 21:58:30.459,nightscout,mg/dL,133.0
2017-09-02 22:03:30.000,tidepool,mg/dL,126.126
2017-09-02 22:03:30.433,nightscout,mg/dL,133.0
2017-09-02 22:08:30.000,tidepool,mg/dL,126.126
2017-09-02 22:08:30.847,nightscout,mg/dL,129.0
2017-09-02 22:13:30.000,tidepool,mg/dL,108.108
2017-09-02 22:13:30.907,nightscout,mg/dL,121.0
2017-09-02 22:16:54.000,googlesheet,mg/dL,176.0
2017-09-02 22:18:30.000,tidepool,mg/dL,90.09
2017-09-02 22:18:30.480,nightscout,mg/dL,107.0
2017-09-02 22:23:30.000,tidepool,mg/dL,90.09
2017-09-02 22:23:30.104,nightscout,mg/dL,97.0
2017-09-02 22:28:30.000,tidepool,mg/dL,90.09
2017-09-02 22:28:30.171,nightscout,mg/dL,94.0
2017-09-02 22:33:30.000,tidepool,mg/dL,72.072
2017-09-02 22:33:30.698,nightscout,mg/dL,87.0
2017-09-02 22:38:30.000,tidepool,mg/dL,72.072
2017-09-02 22:38:30.226,nightscout,mg/dL,85.0
2017-09-02 22:43:30.000,tidepool,mg/dL,72.072
2017-09-02 22:43:30.401,nightscout,mg/dL,83.0
2017-09-02 22:48:30.000,tidepool,mg/dL,72.072
2017-09-02 22:48:30.870,nightscout,mg/dL,90.0
2017-09-02 22:53:30.000,tidepool,mg/dL,90.09
2017-09-02 22:53:30.352,nightscout,mg/dL,102.0
2017-09-02 22:58:30.000,tidepool,mg/dL,108.108
2017-09-02 22:58:30.696,nightscout,mg/dL,120.0
2017-09-02 23:03:30.000,tidepool,mg/dL,126.126
2017-09-02 23:03:30.149,nightscout,mg/dL,140.0
2017-09-02 23:08:30.000,tidepool,mg/dL,144.144
2017-09-02 23:08:30.424,nightscout,mg/dL,161.0
2017-09-02 23:13:30.000,tidepool,mg/dL,162.162
2017-09-02 23:13:30.398,nightscout,mg/dL,178.0
2017-09-02 23:18:30.000,tidepool,mg/dL,180.18
2017-09-02 23:18:30.860,nightscout,mg/dL,193.0
2017-09-02 23:23:30.000,tidepool,mg/dL,198.198
2017-09-02 23:23:30.471,nightscout,mg/dL,199.0
2017-09-02 23:28:30.000,tidepool,mg/dL,198.198
2017-09-02 23:28:30.693,nightscout,mg/dL,202.0
2017-09-02 23:33:30.000,tidepool,mg/dL,198.198
2017-09-02 23:33:30.296,nightscout,mg/dL,202.0
2017-09-02 23:38:30.000,tidepool,mg/dL,198.198
2017-09-02 23:38:30.395,nightscout,mg/dL,202.0
2017-09-02 23:43:30.000,tidepool,mg/dL,198.198
2017-09-02 23:43:30.452,nightscout,mg/dL,201.0
2017-09-02 23:48:30.000,tidepool,mg/dL,180.18
2017-09-02 23:48:30.549,nightscout,mg/dL,192.0
2017-09-02 23:53:30.000,tidepool,mg/dL,180.18
2017-09-02 23:53:30.276,nightscout,mg/dL,187.0
2017-09-02 23:58:30.000,tidepool,mg/dL,162.162
2017-09-02 23:58:30.622,nightscout,mg/dL,179.0
2017-09-03 00:03:30.000,tidepool,mg/dL,144.144
2017-09-03 00:03:30.349,nightscout,mg/dL,157.0
2017-09-03 00:08:30.000,tidepool,mg/dL,162.162
2017-09-03 00:08:30.324,nightscout,mg/dL,171.0
2017-09-03 00:13:30.000,tidepool,mg/dL,144.144
2017-09-03 00:13:30.200,nightscout,mg/dL,160.0
2017-09-03 00:18:30.000,tidepool,mg/dL,144.144
2017-09-03 00:18:30.273,nightscout,mg/dL,151.0
2017-09-03 00:23:30.000,tidepool,mg/dL,126.126
2017-09-03 00:23:30.311,nightscout,mg/dL,144.0
2017-09-03 00:28:30.000,tidepool,mg/dL,126.126
2017-09-03 00:28:30.409,nightscout,mg/dL,137.0
2017-09-03 00:33:30.000,tidepool,mg/dL,126.126
2017-09-03 00:33:30.262,nightscout,mg/dL,133.0
2017-09-03 00:38:30.000,tidepool,mg/dL,126.126
2017-09-03 00:38:30.115,nightscout,mg/dL,143.0
2017-09-03 00:43:30.000,tidepool,mg/dL,144.144
2017-09-03 00:48:30.000,tidepool,mg/dL,144.144
2017-09-03 00:48:30.008,nightscout,mg/dL,159.0
